Ticker,Nama,Sektor,Industri,Indeks,Harga,MCap_MiliarUSD,Tanggal_Data,Bar,Basis,Periode_Lapkeu,Nilai20H_JutaUSD,VolSpike,LolosLikuiditas,EV_EBITDA,PE_TTM,PB,EBITDA_EV,E_P,FCF_Yield,Z_Value,ROIC,ROE,GrossMargin,GM_Stabilitas5T,NetDebt_EBITDA,Akrual,ROA_Variabilitas5T,OCF_Laba,F_Score,Z_Altman,Cakupan_Bunga,Z_Quality,Ret12_1,Ret6_1,Mom_RiskAdj,Z_Momentum,RS_Rating,Vol1T,Beta,MaxDD1T,Z_LowVol,DivYield,Buyback_Yield,Shareholder_Yield,Rev_YoY,Laba_YoY,Dilusi_YoY,MA50,MA150,MA200,MA200_Naik,High52,Low52,ATR14,RSI14,RS_vs_SPX,RS_HighBaru,TrendTemplate,Flag,Keyakinan
WT,"WisdomTree Investments, Inc.",Financials,Asset Management & Custody Banks,SP600,23.93,3.63,2026-09-11,499.0,TTM-4Q,2026-06-30,55.3,0.85,True,,44.8,8.66,,2.2,,-1.67,,18.7,,,,,2.1,,,,5.2,0.18,67.0,50.6,1.47,1.18,96.0,39.9,1.37,-26.7,-1.03,0.48,3.89,4.37,37.1,12.0,6.6,21.66,18.55,17.23,True,25.91,10.69,0.99,55.5,33.7,False,True,DILUSI,90.0
CNK,"Cinemark Holdings, Inc.",Communication Services,Movies & Entertainment,SP600,35.08,4.02,2026-09-11,499.0,TTM-4Q,2026-03-31,74.3,0.68,True,,23.6,,,4.2,,,,,,,,,,,,,,,38.7,46.6,1.06,1.17,79.0,40.2,0.4,-27.6,0.64,0.0,0.0,0.0,6.9,-30.6,-3.9,34.58,30.62,28.97,True,38.98,21.6,1.15,45.6,-0.4,False,True,,72.0
NEU,NewMarket Corporation,Materials,Specialty Chemicals,SP400,887.08,8.16,2026-09-11,499.0,TTM-4Q,2026-06-30,107.2,0.82,True,13.2,18.8,4.44,7.6,5.3,5.7,0.2,16.2,25.1,31.5,3.8,1.13,-4.1,3.2,1.32,5.0,4.89,15.3,1.0,13.5,60.3,1.09,1.17,71.0,33.8,0.64,-32.8,0.42,1.34,1.55,2.89,-1.3,-9.8,-2.2,856.29,743.28,735.26,True,981.66,580.03,24.97,48.9,1.9,False,True,,100.0
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,SP500,282.67,54.51,2026-09-11,499.0,TTM-4Q,2026-03-28,239.8,0.92,True,24.3,31.4,5.88,4.1,3.2,2.7,-0.86,18.7,19.9,59.1,0.5,-1.27,-0.1,1.3,1.01,9.0,22.18,999.0,0.52,33.5,32.6,0.98,1.16,80.0,33.8,1.06,-28.0,0.43,1.27,0.0,1.27,15.7,18.2,-0.1,275.73,251.95,240.09,True,314.28,186.67,6.83,50.5,14.4,False,True,,100.0
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Storage & Transportation,SP600,55.18,2.36,2026-09-11,499.0,TTM-4Q,2026-06-30,27.8,0.85,True,6.2,7.3,1.91,16.2,13.6,,0.93,16.1,28.3,,,0.41,4.5,4.7,0.75,6.0,3.7,999.0,-0.49,55.5,56.4,1.35,1.14,97.0,41.5,1.08,-27.1,-0.58,5.35,0.0,5.35,81.1,557.4,0.6,46.23,40.27,36.79,True,55.49,23.76,1.83,69.0,22.3,True,True,,100.0
IOSP,"Innospec, Inc.",Materials,Specialty Chemicals,SP600,93.23,2.3,2026-09-11,499.0,TTM-4Q,2026-06-30,14.1,0.83,True,12.0,18.9,1.71,8.3,5.3,3.0,0.19,8.3,9.2,27.5,0.9,-1.47,-0.2,2.3,1.02,6.0,5.3,999.0,-0.17,14.8,36.9,1.11,1.14,72.0,23.3,0.92,-25.5,0.69,0.0,1.05,1.05,2.9,529.5,-1.3,89.15,81.7,80.94,True,96.68,65.51,2.09,54.6,4.8,False,True,,100.0
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,SP500,375.2,78.26,2026-09-11,499.0,TTM-4Q,2026-06-30,544.2,1.09,True,,9.4,2.36,,10.6,,0.34,,26.5,,,,,0.8,,,,23.7,0.66,37.5,23.1,1.46,1.11,84.0,20.8,0.34,-8.8,1.41,1.26,6.84,8.1,2.4,58.3,-6.8,366.17,323.66,314.05,True,398.7,252.26,6.93,57.7,19.2,False,True,,90.0
WCC,WESCO International,Industrials,Trading Companies & Distributors,SP400,356.32,17.36,2026-09-11,499.0,TTM-4Q,2026-06-30,172.1,0.94,True,14.5,24.5,3.33,6.9,4.1,0.9,-0.26,9.5,14.2,,,3.31,2.6,0.9,0.37,6.0,3.32,999.0,-1.23,70.9,42.0,1.27,1.09,84.0,44.4,1.47,-20.5,-0.25,0.54,0.37,0.91,12.5,7.2,0.0,342.36,325.58,311.9,True,385.37,203.4,12.35,54.2,-0.1,False,True,,100.0
FIX,Comfort Systems USA,Industrials,Construction & Engineering,SP500,1690.82,59.51,2026-09-11,499.0,TTM-4Q,2026-06-30,597.6,0.88,True,72.9,41.5,18.5,1.4,2.4,3.6,-1.15,18.2,55.3,27.5,1.6,-2.28,-16.5,3.7,1.78,8.0,8.22,79.1,1.52,131.5,26.6,1.41,1.08,91.0,56.1,1.72,-26.5,-1.0,0.15,0.19,0.34,-48.5,107.2,-0.3,1688.83,1665.55,1506.48,True,2073.99,751.85,77.43,53.8,-11.5,False,True,,100.0
THG,Hanover Insurance,Financials,Property & Casualty Insurance,SP400,225.84,7.86,2026-09-11,499.0,TTM-4Q,2026-06-30,60.1,1.31,True,,10.4,2.14,,9.6,,0.32,,21.9,,,,,1.5,,,,22.1,0.24,27.3,28.8,1.36,1.07,80.0,20.7,0.36,-10.0,1.34,1.68,2.96,4.64,5.6,36.1,-2.5,222.52,196.85,192.33,True,236.07,166.54,4.42,52.1,11.2,False,True,,90.0
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,SP500,314.47,17.52,2026-09-11,499.0,TTM-4Q,2026-07-31,139.1,0.62,True,22.0,31.5,5.36,4.5,3.2,4.1,-0.5,13.0,17.8,55.3,,2.06,-3.6,2.1,1.39,8.0,6.13,8.8,0.75,41.0,17.0,1.31,1.07,79.0,22.1,0.98,-14.1,1.04,1.05,1.11,2.16,7.0,22.0,-1.2,305.9,290.35,280.86,True,339.12,220.47,6.78,49.6,6.3,False,True,GOODWILL,100.0
FCF,"First Commonwealth Financial, Corp.",Financials,Regional Banks,SP600,21.31,2.15,2026-09-11,499.0,TTM-4Q,2026-06-30,14.1,1.25,True,,12.8,1.37,,7.8,,0.22,,10.9,,,,,0.1,,,,2.1,-0.2,26.9,30.5,1.34,1.06,75.0,21.4,0.69,-14.7,0.83,2.61,3.27,5.88,,25.6,-2.3,21.06,19.31,18.8,True,22.34,15.0,0.37,55.4,5.0,False,True,,90.0
HOPE,"Hope Bancorp, Inc.",Financials,Regional Banks,SP600,13.94,1.78,2026-09-11,499.0,TTM-4Q,2026-06-30,10.6,0.93,True,,13.9,0.78,,7.2,,0.81,,5.7,,,,,0.3,,,,999.0,-0.48,36.0,35.7,1.36,1.06,77.0,26.3,0.86,-14.9,0.46,4.03,0.0,4.03,,185.0,0.2,13.88,12.72,12.39,True,14.59,9.8,0.26,50.0,3.4,False,True,,90.0
FA,First Advantage Corporation,Industrials,Human Resource & Employment Services,SP600,21.22,3.64,2026-09-11,499.0,TTM-4Q,2026-06-30,31.4,0.6,True,18.8,144.9,2.82,5.3,0.7,6.8,-0.24,3.5,1.9,,,6.2,-6.2,2.6,10.39,8.0,1.52,999.0,-1.11,33.2,89.8,1.04,1.03,93.0,59.0,1.35,-45.0,-1.27,0.0,0.0,0.0,32.9,,-1.1,20.9,15.77,15.42,True,25.15,8.82,0.9,53.3,31.6,False,True,ZONA-BAHAYA;GOODWILL,100.0
IESC,IES Holdings,Industrials,Construction & Engineering,SP400,345.71,6.89,2026-09-11,499.0,TTM-4Q,2026-06-30,92.7,0.81,True,11.8,15.0,5.6,8.5,6.6,3.3,0.26,36.8,45.5,26.3,3.9,-0.7,4.6,6.5,0.81,5.0,7.46,140.8,0.79,101.0,76.0,1.19,1.01,88.0,74.7,1.6,-35.3,-1.64,0.0,0.28,0.28,22.7,66.5,0.5,332.6,305.47,282.33,True,408.26,170.07,20.86,53.6,-8.7,False,True,,100.0
KN,Knowles Corporation,Information Technology,Electronic Components,SP600,36.92,3.16,2026-09-11,499.0,TTM-4Q,2026-03-31,26.2,0.9,True,27.4,56.5,4.05,3.7,1.8,,-0.09,7.5,7.3,44.0,2.1,0.76,,15.2,,,7.26,999.0,-0.55,81.2,56.0,1.73,0.99,86.0,39.7,1.6,-23.8,0.81,0.0,2.14,2.14,11.2,,-0.1,36.3,33.18,30.68,True,42.93,20.57,1.28,56.4,-9.7,False,True,,94.0
HALO,Halozyme,Health Care,Biotechnology,SP400,107.2,12.17,2026-09-11,499.0,TTM-4Q,2026-06-30,171.5,0.52,True,23.1,29.4,84.76,4.3,3.4,6.6,0.03,20.5,173.7,82.4,,3.24,-17.5,13.0,1.98,5.0,4.77,29.4,1.92,34.3,60.1,1.31,0.96,95.0,36.1,0.27,-24.1,0.88,0.0,0.0,0.0,41.2,-25.8,-2.4,93.12,76.79,74.96,True,111.15,61.23,2.74,62.5,46.3,False,True,GOODWILL,100.0
SEIC,SEI Investments Company,Financials,Asset Management & Custody Banks,SP400,106.93,12.83,2026-09-11,499.0,TTM-4Q,2026-06-30,70.5,0.9,True,,18.2,5.13,,5.5,,-0.66,,29.2,,,,,2.8,,,,518.0,2.57,22.9,34.1,1.24,0.95,82.0,23.0,0.95,-15.2,0.49,0.99,3.26,4.25,11.1,2.6,-3.1,103.7,90.95,89.24,True,112.15,75.08,1.95,48.9,17.1,False,True,,84.0
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,SP500,290.25,62.24,2026-09-11,499.0,TTM-4Q,2026-06-30,356.3,0.7,True,14.9,27.4,17.02,6.7,3.6,1.2,-0.84,14.1,72.6,43.2,4.6,3.54,-7.8,2.7,1.89,8.0,2.66,999.0,0.35,68.0,13.9,1.4,0.94,88.0,29.3,0.42,-16.0,0.86,0.0,0.53,0.53,-2.0,38.4,-1.0,279.72,259.07,240.4,True,307.94,144.14,7.67,53.5,4.0,False,True,,100.0
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,SP500,265.58,640.02,2026-09-11,499.0,TTM-4Q,2026-06-28,1685.9,0.75,True,19.7,30.4,7.53,5.1,3.3,3.5,-0.08,16.6,25.7,67.9,0.8,0.83,-3.3,4.1,1.31,6.0,5.45,25.9,0.52,51.0,8.4,1.55,0.93,80.0,19.1,-0.03,-11.0,1.99,1.97,1.26,3.23,8.1,-7.2,0.9,262.71,245.29,237.12,True,281.07,173.33,5.53,48.5,7.6,False,True,,100.0
FIVE,Five Below,Consumer Discretionary,Specialty Stores,SP400,244.6,13.47,2026-09-11,499.0,TTM-4Q,2026-08-01,302.9,0.72,True,12.5,21.7,5.44,8.0,4.6,4.5,-0.41,27.0,28.3,40.3,1.2,-1.21,-3.7,1.5,1.3,8.0,5.29,999.0,0.61,63.1,9.7,0.9,0.92,86.0,40.4,1.5,-28.8,-0.23,0.0,0.0,0.0,25.6,126.8,0.2,223.33,218.61,210.28,True,263.88,137.77,10.07,53.5,16.9,False,True,,100.0
C,Citigroup,Financials,Diversified Banks,SP500,138.82,242.84,2026-09-11,499.0,TTM-4Q,2025-12-31,1110.4,0.89,True,,17.0,1.14,,5.9,,0.31,,6.8,,,,,0.2,,,,999.0,-0.43,44.6,31.7,1.31,0.9,76.0,29.1,1.48,-14.8,-0.25,2.21,5.46,7.67,5.6,12.8,-3.5,135.04,127.35,123.97,True,147.96,93.66,3.05,59.7,-2.9,False,True,,90.0
DXPE,"DXP Enterprises, Inc.",Industrials,Trading Companies & Distributors,SP600,187.09,2.9,2026-09-11,499.0,TTM-4Q,2026-06-30,20.6,0.92,True,17.5,31.2,5.37,5.7,3.2,4.1,-0.33,11.2,18.5,31.8,1.1,2.99,-2.6,1.6,1.44,6.0,3.8,2.9,-0.2,71.9,49.5,1.12,0.9,91.0,54.2,1.67,-33.0,-1.1,0.0,0.0,0.0,11.5,7.5,-1.1,177.49,160.36,148.6,True,208.0,84.04,6.92,52.8,7.9,False,True,GOODWILL,100.0
OFG,OFG Bancorp,Financials,Regional Banks,SP600,52.66,2.23,2026-09-11,499.0,TTM-4Q,2026-06-30,11.9,1.14,True,,10.1,1.58,,9.9,,0.58,,16.1,,,,,0.1,,,,999.0,0.0,22.6,37.1,1.2,0.89,78.0,24.9,0.7,-16.6,0.6,2.46,4.72,7.18,,13.2,-5.9,51.94,46.36,44.99,True,54.47,35.71,0.91,53.4,7.3,False,True,,90.0
JPM,JPMorgan Chase,Financials,Diversified Banks,SP500,356.23,946.93,2026-09-11,499.0,TTM-4Q,2026-06-30,1983.1,0.96,True,,14.6,2.53,,6.9,,-0.21,,17.8,,,,,0.2,,,,999.0,-0.02,23.8,30.3,1.22,0.89,73.0,22.1,1.09,-15.5,0.38,1.83,3.34,5.17,13.5,15.1,-3.6,351.74,321.14,319.44,True,366.5,279.1,5.91,51.8,9.7,False,True,,90.0
OGN,Organon & Co.,Health Care,Pharmaceuticals,SP600,13.64,3.58,2026-09-11,499.0,TTM-4Q,2026-06-30,44.5,0.53,True,9.8,17.1,3.56,10.2,5.8,15.8,1.38,6.5,24.0,52.7,3.5,6.64,-4.0,3.7,3.53,5.0,1.25,2.0,-0.81,34.0,116.1,1.19,0.87,93.0,63.3,0.9,-48.0,-1.1,0.5,0.0,0.5,-2.5,-70.1,4.0,13.62,11.27,10.41,True,13.78,5.69,0.04,41.5,-2.1,False,True,ZONA-BAHAYA;GOODWILL,100.0
IVZ,Invesco,Financials,Asset Management & Custody Banks,SP500,32.28,14.25,2026-09-11,499.0,TTM-4Q,2026-06-30,111.4,0.95,True,,,1.14,,-0.6,,-1.72,,-0.6,,,,,2.4,,,,-5.1,-1.22,45.9,38.8,1.25,0.84,84.0,34.0,1.34,-22.0,-0.58,2.68,1.23,3.9,12.2,-110.1,-0.2,30.89,27.59,27.42,True,33.66,20.67,0.9,53.3,10.1,False,True,,90.0
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,SP500,86.72,41.8,2026-09-11,499.0,TTM-4Q,2026-06-30,297.7,1.01,True,12.6,23.6,1.77,8.0,4.2,4.0,-0.11,7.2,7.7,6.9,0.6,1.79,-1.9,1.9,1.58,7.0,3.3,4.5,-0.97,32.8,10.7,0.8,0.83,82.0,27.3,0.14,-12.3,0.95,2.4,0.0,2.4,-0.8,61.1,0.2,81.73,76.31,72.67,True,88.75,55.58,2.58,64.5,6.1,False,True,,100.0
ARW,Arrow Electronics,Information Technology,Technology Distributors,SP400,228.2,11.62,2026-09-11,499.0,TTM-4Q,2026-07-04,117.7,1.49,True,10.0,14.3,1.66,10.0,7.0,7.1,1.26,10.2,12.2,11.3,0.6,1.43,-0.4,2.0,1.15,8.0,1.72,999.0,-1.24,65.5,49.6,1.56,0.83,93.0,37.0,1.05,-21.2,1.36,0.0,1.09,1.09,26.1,73.7,-0.9,209.83,190.19,171.71,True,237.33,101.79,7.49,64.6,-1.2,False,True,ZONA-BAHAYA,100.0
FTDR,"Frontdoor, Inc.",Consumer Discretionary,Specialized Consumer Services,SP600,81.01,5.58,2026-09-11,499.0,TTM-4Q,2026-06-30,36.0,0.92,True,11.6,20.4,19.65,8.6,4.9,6.9,-0.25,23.0,101.9,55.5,4.4,1.02,-6.2,3.3,1.5,7.0,4.16,5.6,0.68,35.0,35.3,0.76,0.82,84.0,46.0,1.5,-29.2,-0.44,0.0,5.38,5.38,9.3,6.6,-4.8,79.16,68.16,65.39,True,93.43,48.47,2.4,50.2,15.8,False,True,GOODWILL,100.0
UNM,Unum,Financials,Life & Health Insurance,SP400,94.42,14.95,2026-09-11,499.0,TTM-4Q,2026-06-30,119.8,1.56,True,,21.3,1.38,,4.7,,0.03,,6.4,,,,,0.6,,,,999.0,-0.46,27.5,27.8,1.19,0.79,74.0,23.2,0.77,-11.5,0.79,2.06,7.44,9.5,3.4,-53.7,-8.3,90.09,82.86,81.39,True,96.77,69.02,2.2,57.8,-0.6,False,True,,90.0
INVX,"Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,SP600,30.13,2.11,2026-09-11,499.0,TTM-4Q,2026-06-30,21.5,1.04,True,11.7,34.2,1.99,8.5,2.9,,-0.58,6.1,6.0,32.4,,-1.21,-7.5,9.5,2.56,5.0,6.56,344.9,-0.27,81.9,25.9,1.25,0.78,84.0,43.1,0.82,-24.0,-0.25,0.0,0.67,0.67,15.0,-57.4,0.5,28.18,27.08,26.17,True,33.71,16.4,1.24,54.5,1.2,False,True,,100.0
ACT,"Enact Holdings, Inc.",Financials,Commercial & Residential Mortgage Finance,SP600,49.43,6.8,2026-09-11,499.0,TTM-4Q,2026-06-30,16.4,1.0,True,,9.9,1.26,,10.1,,0.9,,12.9,,,,,0.9,,,,18.3,0.78,29.7,22.4,1.22,0.77,80.0,21.4,0.47,-11.0,1.17,1.83,6.17,8.0,2.5,0.9,-6.9,47.86,44.18,43.04,True,50.56,34.64,0.87,57.7,13.5,False,True,,90.0
SAFT,"Safety Insurance Group, Inc.",Financials,Property & Casualty Insurance,SP600,103.42,1.52,2026-09-11,499.0,TTM-4Q,2026-06-30,14.3,0.68,True,,22.1,1.73,,4.5,,-0.19,,7.8,,,,,1.8,,,,37.2,-0.46,47.3,45.5,1.18,0.77,92.0,39.2,0.22,-13.0,0.6,3.56,0.0,3.56,7.2,-19.1,-1.5,94.91,80.95,79.98,True,103.8,67.04,0.53,74.8,38.9,False,True,,90.0
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,SP500,350.37,16.58,2026-09-11,499.0,TTM-4Q,2026-07-04,201.2,1.02,True,17.9,30.8,4.83,5.6,3.3,5.5,0.26,10.9,15.3,49.6,1.1,2.44,-5.3,3.7,1.82,6.0,3.56,999.0,-0.29,23.6,85.4,1.13,0.75,92.0,48.1,1.56,-38.3,0.2,0.0,5.46,5.46,12.7,-1.6,-6.1,321.91,262.21,259.55,True,386.23,199.05,11.81,52.6,52.0,False,True,GOODWILL,100.0
SXT,Sensient Technologies,Materials,Specialty Chemicals,SP600,128.6,5.47,2026-09-11,499.0,TTM-4Q,2026-06-30,41.9,1.43,True,20.6,34.6,4.34,4.9,2.9,0.1,-0.95,9.3,13.1,34.6,0.8,2.43,1.5,0.9,0.78,6.0,5.6,7.7,-0.03,24.7,43.2,0.87,0.73,77.0,39.0,0.69,-22.2,0.58,1.27,0.0,1.27,8.1,17.2,0.4,126.55,111.72,107.65,True,138.82,82.6,3.51,42.5,-0.0,False,True,,100.0
DCOM,"Dime Community Bancshares, Inc.",Financials,Regional Banks,SP600,40.71,1.8,2026-09-11,499.0,TTM-4Q,2026-06-30,10.1,1.32,True,,13.9,1.18,,7.2,,0.46,,8.7,,,,,0.4,,,,999.0,-0.38,38.0,29.5,1.19,0.73,77.0,28.4,0.76,-18.1,0.35,2.4,0.0,2.4,30.5,192.5,0.4,40.41,37.34,35.8,True,41.97,25.63,0.74,52.4,-1.3,False,True,,90.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,SP500,90.8,19.04,2026-09-11,499.0,TTM-4Q,2026-08-01,358.3,0.72,True,7.2,15.0,5.98,14.0,6.7,9.3,0.4,30.3,43.1,22.7,0.4,-0.43,-7.7,2.5,1.95,8.0,4.17,38.0,0.58,14.4,36.4,0.67,0.73,83.0,37.8,1.07,-32.0,0.16,4.22,0.76,4.97,1.4,63.5,0.3,84.98,72.17,71.75,True,91.37,55.1,3.32,60.2,13.7,False,True,,100.0
ZD,Ziff Davis,Communication Services,Advertising,SP600,56.22,1.93,2026-09-11,499.0,TTM-4Q,2026-06-30,27.4,1.13,True,4.2,3.0,0.86,23.9,33.4,16.4,2.07,2.0,31.5,84.9,1.5,-2.59,5.2,4.8,0.7,7.0,2.04,999.0,-0.08,50.2,39.2,0.79,0.72,90.0,56.8,0.99,-33.8,-0.33,0.0,14.42,14.42,-0.7,873.6,-12.9,54.1,46.15,43.57,True,58.06,22.45,1.49,57.7,18.6,False,True,,100.0
CRSR,Corsair Gaming,Information Technology,"Technology Hardware, Storage & Peripherals",SP600,13.54,1.46,2026-09-11,499.0,TTM-4Q,2026-06-30,16.1,0.89,True,24.3,39.8,2.2,4.1,2.5,6.1,0.36,5.5,5.8,31.6,2.5,-1.32,-5.7,4.8,2.87,8.0,3.16,999.0,-0.75,47.5,142.9,1.13,0.71,97.0,84.2,2.42,-49.7,-1.6,0.0,0.0,0.0,3.1,,3.1,11.15,8.35,7.74,True,14.98,4.48,0.67,64.5,46.0,False,True,,100.0
MRK,Merck & Co.,Health Care,Pharmaceuticals,SP500,143.93,355.1,2026-09-11,499.0,TTM-4Q,2026-06-30,1647.9,0.78,True,36.9,111.9,8.47,2.7,0.9,4.5,-0.27,5.5,7.0,73.0,2.0,4.29,-13.6,5.6,6.29,5.0,3.9,4.4,0.74,63.5,16.4,1.33,0.71,90.0,30.1,0.24,-11.4,1.43,2.34,1.18,3.52,4.6,-80.7,-1.7,136.04,123.87,119.41,True,156.92,77.58,3.74,50.4,15.0,False,True,,100.0
KEX,Kirby Corporation,Industrials,Marine Transportation,SP400,139.42,7.36,2026-09-11,499.0,TTM-4Q,2026-06-30,49.9,1.15,True,11.0,20.7,2.14,9.1,4.8,6.5,0.66,8.2,10.4,,,1.31,-5.8,3.7,2.0,8.0,3.3,11.0,-0.15,56.3,9.4,1.13,0.69,72.0,28.9,1.08,-14.9,0.74,0.0,4.54,4.54,6.6,17.2,-4.9,139.17,138.12,132.93,True,157.69,79.52,3.22,50.6,-4.1,False,True,,100.0
AVNT,Avient,Materials,Specialty Chemicals,SP400,41.41,3.8,2026-09-11,499.0,TTM-4Q,2026-06-30,30.0,0.89,True,10.4,22.3,1.56,9.6,4.5,5.0,0.65,5.4,7.1,31.7,2.3,2.87,-2.1,4.2,1.76,5.0,,999.0,-0.18,28.2,33.3,0.85,0.67,77.0,36.0,1.37,-26.4,-0.09,2.63,0.0,2.63,2.4,43.0,0.4,40.61,38.15,36.88,True,46.64,27.48,1.29,43.9,9.5,False,True,,100.0
PWR,Quanta Services,Industrials,Construction & Engineering,SP500,650.58,97.81,2026-09-11,499.0,TTM-4Q,2026-06-30,661.5,0.92,True,33.7,73.7,10.15,3.0,1.4,2.4,-1.04,11.0,15.2,15.5,0.4,1.83,-7.7,0.5,2.4,7.0,4.97,6.9,-0.17,73.9,19.6,1.08,0.67,78.0,43.5,1.15,-28.5,-0.15,0.07,0.0,0.07,26.3,36.5,1.0,646.61,638.85,591.81,True,788.75,373.4,24.39,53.4,-8.1,False,True,,100.0
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,SP500;NDX,379.72,59.37,2026-09-11,499.0,TTM-4Q,2026-06-28,888.9,1.02,True,,51.6,17.27,,1.9,1.3,-0.48,41.2,36.7,59.2,0.8,,2.0,5.2,0.93,6.0,27.04,118.8,1.07,242.4,40.6,1.86,0.65,96.0,76.1,1.47,-34.0,-0.22,0.13,0.84,0.98,57.9,145.2,-1.5,365.82,356.42,320.58,True,487.91,109.56,21.44,53.1,-3.9,False,True,UTANG-TAK-TERBACA,90.0
TPC,Tutor Perini Corporation,Industrials,Construction & Engineering,SP600,89.13,4.69,2026-09-11,499.0,TTM-4Q,2026-06-30,36.8,0.96,True,13.2,37.8,3.7,7.6,2.6,13.3,0.67,11.1,10.1,11.5,4.1,-1.73,-13.2,2.9,6.43,7.0,2.22,4.9,0.07,54.3,39.0,0.94,0.64,83.0,49.5,1.33,-29.3,-0.51,0.0,0.0,0.0,24.7,,0.5,86.38,81.62,79.11,True,102.3,57.9,3.45,51.2,16.9,False,True,,100.0
OKTA,"Okta, Inc.",Information Technology,Application Software,SP400,166.5,29.77,2026-09-11,499.0,TTM-4Q,2026-07-31,644.7,0.68,True,,100.6,4.27,,1.0,3.3,-0.16,2.9,4.3,78.1,3.1,,-7.4,5.9,3.33,9.0,8.45,77.3,0.22,63.3,86.6,1.22,0.63,97.0,61.3,1.02,-33.7,0.45,0.0,0.0,0.0,11.2,76.2,-1.2,148.85,108.89,103.65,True,179.44,62.66,8.64,58.0,36.8,False,True,,90.0
LFUS,Littelfuse,Information Technology,Electronic Components,SP400,432.3,10.93,2026-09-11,499.0,TTM-4Q,2026-03-28,84.6,0.98,True,53.8,,4.35,1.9,-0.4,3.6,-0.38,1.4,-1.6,38.3,1.3,0.73,-12.6,4.6,,5.0,6.48,2.1,-0.54,75.1,41.1,1.46,0.62,85.0,39.8,1.52,-19.8,1.0,0.67,0.0,0.67,12.6,-142.1,1.8,423.5,407.62,374.74,True,500.57,233.36,15.92,54.2,-9.9,False,True,,100.0
RGA,Reinsurance Group of America,Financials,Reinsurance,SP400,248.72,16.24,2026-09-11,499.0,TTM-4Q,2026-06-30,77.6,0.97,True,,10.8,1.19,,9.3,,0.87,,11.7,,,,,0.3,,,,5.7,-0.26,30.2,20.6,1.13,0.61,80.0,22.5,0.67,-12.7,0.87,1.5,1.68,3.18,19.4,95.6,-1.5,240.97,220.11,214.88,True,257.81,178.21,4.64,55.7,16.4,False,True,,90.0
MD,Pediatrix Medical Group,Health Care,Health Care Services,SP600,26.77,2.18,2026-09-11,499.0,TTM-4Q,2026-06-30,19.0,0.71,True,9.9,12.4,2.47,10.1,8.0,,1.0,11.5,20.4,,,0.75,-3.4,4.4,1.41,7.0,2.37,6.3,-0.17,59.9,36.2,1.16,0.61,84.0,41.3,0.61,-23.7,0.44,0.0,6.72,6.72,0.5,59.0,-4.8,26.42,23.38,23.06,True,27.94,15.7,0.82,53.0,7.0,False,True,GOODWILL,100.0
DIOD,Diodes Incorporated,Information Technology,Semiconductors,SP600,95.01,4.38,2026-09-11,499.0,TTM-4Q,2026-06-30,61.5,0.69,True,18.0,50.8,2.24,5.6,2.0,3.3,0.19,2.5,4.5,31.7,3.8,-1.9,-6.5,5.0,2.9,7.0,,27.6,-0.86,103.8,73.6,1.34,0.57,90.0,66.2,1.97,-38.0,-0.5,0.0,0.0,0.0,17.8,35.3,-0.0,92.39,90.01,80.79,True,125.99,42.28,5.01,53.0,-14.2,False,True,,100.0
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,SP600,12.85,4.9,2026-09-11,499.0,TTM-4Q,2026-06-30,96.9,1.04,True,,,1.58,,-1.8,3.6,-0.55,-0.9,-2.8,,,,-15.0,10.5,,7.0,1.91,-0.7,,108.6,12.9,1.17,0.57,96.0,51.9,0.67,-32.8,-0.69,2.79,0.88,3.68,-6.9,,-1.3,10.9,10.63,9.62,True,13.39,5.1,0.55,62.6,8.0,False,True,,100.0
DGX,Quest Diagnostics,Health Care,Health Care Services,SP500,235.02,25.94,2026-09-11,499.0,TTM-4Q,2026-06-30,212.9,1.15,True,14.0,24.4,3.45,7.1,4.1,5.2,0.31,9.5,14.4,33.1,2.2,2.27,-5.1,3.3,1.79,7.0,3.64,999.0,-0.71,34.3,19.4,1.14,0.57,78.0,23.5,0.02,-11.6,1.8,1.4,0.0,1.4,9.9,11.8,-0.9,229.27,208.74,202.02,True,247.19,171.18,5.27,48.8,11.3,False,True,GOODWILL,100.0
SAIC,Science Applications Intl Corp,Industrials,Diversified Support Services,SP400,129.9,5.44,2026-09-11,499.0,TTM-4Q,2026-07-31,62.2,0.55,True,10.4,14.3,3.79,9.6,7.0,11.4,1.12,12.7,25.7,12.6,0.2,3.15,-5.3,1.4,1.74,7.0,2.96,999.0,-0.4,24.3,39.0,0.8,0.54,81.0,39.4,0.35,-27.8,0.8,1.23,8.43,9.66,-0.8,-4.8,-8.5,121.56,105.89,104.81,True,142.66,81.08,4.43,61.9,9.1,True,True,GOODWILL,100.0
